animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	35400	35301	50	1	F	66	D	R	1	381.105099226	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	35438	35342	88	1	F	38	D	R	1	474.169273344	[-1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	35736	35006	386	1	F	22	D	R	1	-5.05389936582	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	41572	35307	6222	1	F	71	D	R	1	272.74727815	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	41913	35342	6563	1	F	80	D	R	1	291.721447978	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	41930	35301	6580	1	F	24	D	R	1	391.931692803	[0, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	45045	35006	9695	1	F	6	D	R	1	-289.662244241	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	46959	35301	11609	1	F	69	D	R	1	108.75723007	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	48159	35301	12809	1	F	65	D	R	1	149.360266642	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	48495	35342	13145	1	F	66	D	R	1	597.608912416	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48800	35342	13450	1	F	54	D	R	1	74.8157559569	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48900	35342	13550	1	F	11	D	R	1	263.582651975	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	50283	35307	14933	1	F	80	D	R	1	241.573301656	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	51212	35307	15862	1	F	88	D	R	1	461.899143096	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	51691	35006	16341	1	F	56	D	R	1	492.995853696	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	51715	35342	16365	1	F	58	D	R	1	45.9811182451	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	56687	35006	21337	1	F	14	D	R	1	351.565685832	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	58005	35301	22655	1	F	62	D	R	1	866.350821574	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	61334	35006	25984	1	F	36	D	R	1	794.30790431	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0]
	61793	35342	26443	1	F	31	D	R	1	268.878780303	[-1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	62747	35307	27397	1	F	16	D	R	1	329.653833716	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	64804	35297	29454	1	F	18	D	R	1	542.252018094	[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]
	65376	35307	30026	1	F	25	D	R	1	687.172890972	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	65530	35342	30180	1	F	92	D	R	1	216.758351579	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	66086	35006	30736	1	F	81	D	R	1	677.223419628	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	66931	35301	31581	1	F	83	D	R	1	702.227962509	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	68941	35342	33591	1	F	49	D	R	1	290.641956182	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
