animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	35353	35317	3	1	F	38	D	R	1	209.933417683	[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	35713	35262	363	1	F	28	D	R	1	309.798772345	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	35770	35018	420	1	F	49	D	R	1	106.148835728	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	35975	35131	625	1	F	56	D	R	1	130.291202255	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	36217	35002	867	1	F	51	D	R	1	164.823686001	[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	37880	35099	2530	1	F	63	D	R	1	-184.353581811	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	38587	35263	3237	1	F	67	D	R	1	132.624426969	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0]
	39388	35030	4038	1	F	98	D	R	1	391.559566501	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 0]
	40097	35150	4747	1	F	58	D	R	1	563.54573228	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	40306	35087	4956	1	F	42	D	R	1	-142.553828959	[1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1]
	41395	35246	6045	1	F	67	D	R	1	135.879777532	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	42180	35275	6830	1	F	78	D	R	1	334.86061032	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	42285	35135	6935	1	F	61	D	R	1	273.629709842	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0]
	42745	35211	7395	1	F	43	D	R	1	325.536970653	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	43320	35230	7970	1	F	98	D	R	1	47.9164137233	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	44956	35231	9606	1	F	67	D	R	1	144.253220225	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	44980	35090	9630	1	F	13	D	R	1	-242.174211401	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	45388	35095	10038	1	F	32	D	R	1	-70.0416301122	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	46981	35002	11631	1	F	46	D	R	1	-11.5867559115	[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	47884	35096	12534	1	F	38	D	R	1	-258.49322989	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48710	35192	13360	1	F	72	D	R	1	122.851906335	[1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	48993	35001	13643	1	F	70	D	R	1	34.8456724651	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	49038	35052	13688	1	F	88	D	R	1	402.95025923	[-1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]
	50439	35089	15089	1	F	53	D	R	1	227.960651151	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	50943	35211	15593	1	F	27	D	R	1	198.701893743	[-1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]
	50987	35131	15637	1	F	37	D	R	1	149.584871868	[-1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	52074	35316	16724	1	F	73	D	R	1	487.657722827	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	52374	35275	17024	1	F	25	D	R	1	124.695087738	[0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	53184	35346	17834	1	F	60	D	R	1	2.51574058945	[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	53666	35201	18316	1	F	88	D	R	1	158.636383977	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	54264	35321	18914	1	F	66	D	R	1	146.898964441	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 0, 1]
	54402	35317	19052	1	F	3	D	R	1	2.89491673881	[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	54727	35156	19377	1	F	36	D	R	1	474.438200787	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	55652	35192	20302	1	F	95	D	R	1	355.668346544	[1, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]
	57044	35166	21694	1	F	94	D	R	1	243.642334488	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	57256	35099	21906	1	F	82	D	R	1	148.881234611	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	57285	35068	21935	1	F	53	D	R	1	91.1595346927	[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	57334	35063	21984	1	F	7	D	R	1	-123.40723904	[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]
	57476	35310	22126	1	F	22	D	R	1	204.358944185	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
	57694	35321	22344	1	F	56	D	R	1	-202.683989402	[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]
